"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
100109,62681,104669,124632,73620,110946,60021,356.453,0.27
112647,68566,107669,94632.7,61174,101380,36662.5,315.589,0.519
104464,64063,106866,103509,65746,103178,25724.3,260.129,0.803
125166,71062,115433,152990,93326,107434,81216.5,493.39,0.982
80087.3,50815,103288,58411.9,42370,90348.8,31770.8,262.911,1.559
77849.1,52656,96891.5,71991.7,53756,87767.8,31573.2,309.034,1.793
105247,61035,113008,71100.9,48539,95998.4,44840.7,286.962,1.955
84879.1,54214,102605,94310.6,62358,99117,50263.9,356.565,2.087
121285,68247,116467,136939,82807,108378,40338.5,451.028,2.185
115603,59406,127532,134078,75575,116268,58578.7,260.088,2.255
110335,71227,101520,105950,68262,101719,27090.9,293.429,2.406
107593,52966,133127,119565,62538,125297,59042.9,288.148,2.433
106276,67922,102543,111255,69834,104407,53796.5,389.723,3.762
101486,52950,125609,155828,71750,142333,75378.6,314.634,3.808
113990,75566,98860,86402.2,57203,98988.7,45340.9,311.839,4.053
87361.2,59893,95592.2,59464.1,44313,87943.5,37577,331.959,4.181
86582.2,57136,99311.4,77539,49184,103318,35431.8,375.56,4.914
90364.8,65990,89743.1,53745.9,39330,89557.4,33065,288.796,5.161
108650,68718,103619,99840.8,64611,101270,40633.3,420.268,5.236
102994,66707,101186,88587.7,59855,96995.8,35484.8,376.617,5.404
141457,77956,118920,141398,86248,107442,73264.2,404.873,5.639
131516,84403,102118,92465.9,62867,96391.5,31849.3,306.896,5.723
72368,51011,92974.2,50589.2,39015,84978,53627.6,310.764,5.772
74071.1,49542,97984,73649.9,50266,96023.6,34863.4,266.948,6.44
79131.2,51563,100575,88008.2,59398,97102.7,40411.4,308.453,6.584
120447,70654,111722,64515.4,40074,105507,50820.5,272.788,6.655
106658,56608,123479,99464,43376,150278,51402,288.65,6.81
108961,64260,111125,158420,95724,108460,86370.8,488.811,7.105
62932.6,42196,97742.6,66635.4,43068,101398,36258.8,271.096,7.182
135687,83954,105919,154438,92654,109237,37925.7,333.526,7.564
101864,65600,101765,98938.3,63836,101573,58868.5,436.029,7.574
121302,76901,103375,107771,72745,97091,45924.5,270.46,7.853
124687,77217,105825,111885,71945,101918,114200,295.651,8.235
112583,76108,96944.6,60014,42049,93535.5,59471.1,355.43,8.342
175089,105067,109212,196585,115958,111104,76736.1,494.744,8.912
89262.8,61761,94718.7,64419.4,50081,84299.3,26710.4,350.694,9.14
83128.8,57057,95482.2,89171.2,63837,91544.4,27389.8,286.519,10.169
115896,60299,125962,130760,74150,115570,97359.7,319.018,10.525
112913,64063,115509,163246,94399,113333,68382.5,520.204,10.798
146439,82830,115864,110479,65690,110220,52541.1,374.435,10.886
112794,59346,124559,78475.8,42450,121154,36837.3,344.728,11.038
95946.2,48154,130580,144507,74039,127911,77259.7,259.92,11.149
112329,74186,99231.4,42491.3,29066,95806.4,41534.1,262.269,11.619
69790,49395,92595.6,68441.9,48723,92059.3,51398.1,258.44,12.159
91136.9,58506,102088,107370,68442,102811,46201.3,468.132,12.418
145085,80880,117560,103242,58344,115968,84849.3,316.661,12.633
91508.6,57617,104086,96695,62485,101416,45334.7,371.729,12.886
111269,72719,100278,68614.3,48706,92323.4,27671.7,305.581,13.229
90913.5,57377,103841,106961,70605,99282.2,57270.4,271.304,14.007
114696,57887,129852,164383,70331,153175,59871.3,289.153,14.014
110370,68913,104962,81833.7,47885,111999,49609.3,429.748,14.494
91286.6,58222,102754,59443.8,33518,116227,60546.9,312.959,15.369
99405,60558,107576,86242.3,54791,103155,63634.9,284.136,15.377
109963,58653,122867,112578,64169,114976,40744,423.971,15.42
116158,63095,120652,77039.8,48551,103991,41734.9,343.876,15.487
68703.2,42626,105629,86782.8,54286,104767,36296.9,337.873,15.958
154896,100076,101435,180206,113765,103810,71448,321.252,16.736
98149.4,61340,104863,74351.9,48949,99547,35142,264.809,17.716
88114.4,62000,93139.8,64609.7,43468,97411.1,47339.9,413.467,17.732
105174,65313,105533,70942.6,47081,98750.9,51773.6,503.806,17.774
105759,66682,103942,102750,65790,102353,65840.5,421.261,18.304
89089.5,60454,96578.7,78953.2,57530,89940.5,47271.1,389.092,18.327
112529,71225,103541,79067.8,53028,97718,57806.3,269.149,18.42
117008,60787,126149,148966,82387,118497,61277.8,347.361,18.45
110732,74055,97993.8,127425,85435,97745.7,58373.1,311.512,18.78
93095.4,58100,105010,95991.5,58316,107876,46477.6,267.774,18.856
79205.7,49043,105842,103026,64851,104114,60141.6,272.176,19.022
80128.3,49527,106029,92205.4,58439,103403,65987.7,270.731,19.247
123798,65078,124669,130447,69898,122307,38141.7,335.102,19.531
94224,61091,101080,62825.9,44131,93298.5,42585.1,279.69,19.892
121028,74654,106246,86050.4,56042,100628,53795.6,331.953,21.168
101255,53674,123632,102835,61418,109730,105095,544.29,21.789
103719,61674,110214,101306,65118,101957,26211.5,306.207,22.097
85357.1,57187,97818.8,82944.4,57431,94650,55973.2,371.03,22.105
128003,75645,110897,140170,73136,125604,68812.5,285.915,22.12
114103,65763,113710,94018.1,59151,104167,50494.5,400.54,22.641
106606,68781,101576,71347.4,47593,98246,36401.7,297.056,22.924
93735.4,64247,95616,91217.1,63267,94488.5,30503.4,294.264,23.018
84718,56782,97778.8,53740.4,39006,90292.1,23483.8,274.056,23.069
77564.8,54204,93780.7,68811.6,52357,86132.5,17606.8,295.112,23.302
90812.4,62235,95629.2,64169.8,45798,91825.7,38497.3,402.389,23.464
85625.4,59055,95022.4,66605,48719,89595.9,31369.5,279.367,23.472
105292,58414,118129,118602,74823,103881,54065.6,263.565,23.587
113560,70578,105447,129564,89278,95108.8,27271.7,265.327,24.059
100876,65639,100718,74719.3,50647,96685,28099,309.792,24.612
81590.6,57104,93638.3,70895.8,52172,89055.9,27904.9,336.305,24.617
101367,62489,106310,83733.8,54804,100131,34913.5,262.704,24.734
82259.4,51171,105352,101077,65079,101787,31522.8,262.397,24.807
98310.6,60347,106764,125682,86107,95656.7,68202.2,330.476,24.817
87443.3,55234,103753,114009,72690,102789,40685.6,288.825,25.94
87256.4,53485,106917,125629,83120,99052.3,31172.7,292.1,26.047
73616.6,49946,96595.1,74884.7,50254,97656.8,44592,312.948,26.191
98581.1,56231,114894,126588,82515,100540,56799.1,407.015,26.815
89375.2,54626,107225,101779,69134,96482.1,55819.5,275.64,27.54
85872.4,56312,99938.4,98568.6,62732,102974,45711.3,411.454,27.608
78248.1,48869,104935,98934.4,61393,105611,23470.8,265.577,27.715
127353,79771,104627,101014,68335,96876.4,33945.5,294.568,28.183
133168,71290,122420,137090,74602,120431,64761.9,384.762,29.051
117678,58370,132126,143096,73250,128026,93352.3,306.562,30.337
79120.6,46205,112223,60762,38064,104616,35344.5,371.856,30.595
71881.6,49138,95869.4,91352.8,65038,92052.3,50050.2,421.769,31.25
84387.4,53577,103224,97711.4,72692,88092.4,39677.1,319.631,31.359
96645.4,65879,96142.2,45016.1,32195,91634.6,26671.7,339.566,31.643
93577.3,52974,115768,141709,82371,112746,29454.2,360.053,31.841
113727,66771,111624,79022.6,47447,109150,33564.8,298.833,33.343
89951.3,60066,98142.9,64707.2,48594,87267,29852,296.957,33.478
90586.7,59656,99515.4,69674.3,49701,91872.9,30459.3,276.247,33.779
89044.6,58252,100179,93548.5,58773,104313,31272.1,277.784,33.923
75624.6,56257,88098,42514.7,32589,85496.4,74458.5,270.174,34.773
104964,70919,96996.5,71660.9,50839,92377.3,27843,319.349,34.951
106671,61412,113835,102984,67960,99310.9,35666.2,291.275,35.232
134129,79431,110666,122207,76399,104831,43459.1,262.672,35.463
87548.2,57025,100615,85908.4,60441,93150.2,43645.3,273.79,35.594
93521,60782,100836,51657.8,34711,97532.4,42373.5,290.304,35.959
131830,72042,119925,185695,66682,182504,37206.6,328.274,37.084
123834,64057,126693,110923,69604,104440,44486.7,283.275,37.422
74592.5,48487,100821,81404.7,58667,90935.9,50638,400.53,37.797
83233.7,54198,100646,56566.4,40050,92562.7,42653.7,316.255,38.108
104489,70210,97532.6,99703.5,70246,93018.4,23327.3,296.326,38.174
111973,55758,131609,180646,78595,150630,64081.7,290.997,38.615
115620,77035,98361.7,79987.4,54870,95535.9,35897.6,337.9,38.62
91745.7,56183,107019,78337.7,52371,98030.2,36776.9,260.462,38.725
113295,81482,91123,53621.9,37363,94054.6,39411.8,293.679,38.943
113501,72664,102367,95884.6,63361,99176.1,47272,255.532,39.186
122993,72140,111734,111428,68725,106258,54170.8,329.278,39.318
93851.6,59910,102665,121318,84086,94554.4,57030.2,527.31,39.683
113498,69298,107337,73270.9,43238,111057,39229.5,283.091,39.94
125427,74271,110676,155785,82383,123927,66220.5,289.266,39.945
77618,47582,106905,105174,57694,119469,20047.1,308.202,40.133
115528,71307,106178,69321.7,46006,98749.5,28119.5,268.981,40.182
100971,61127,108254,124327,67547,120625,85122.8,424.233,40.498
85038.7,54895,101523,106352,72274,96437.2,33402.7,353.434,40.547
93344,57973,105521,97983.6,61453,104494,40612.2,388.47,40.585
93471.6,61962,98863.1,78209.8,54794,93542.3,46631.2,367.404,41.248
101379,59912,110895,118068,58353,132601,35407.1,300.832,41.454
73961.7,44807,108178,96690.4,60503,104734,41733.7,299.886,41.643
112383,61682,119405,66261.8,38066,114079,48002.9,381.624,42.483
77833.9,50222,101567,63908.5,34602,121042,34240.9,271.759,42.484
76285.8,53891,92769.9,62039.6,40791,99674.7,46160.1,270.445,42.497
102760,69274,97214.7,116044,80231,94789.3,42034.2,323.186,43.325
87827.9,56641,101621,61048.3,41253,96983.5,35652.7,269.016,43.535
102909,67159,100422,99939.1,65055,100678,36827.1,345.789,44.31
75491.6,53361,92715.9,46247.8,35373,85683.8,35684.3,351.694,44.447
91706.9,55854,107604,118857,76938,101243,41167,315.823,44.798
87174.3,58158,98233.3,58027.3,42014,90514.6,19163,292.36,45.511
98792.4,58270,111111,121593,75735,105219,22178,313.362,45.59
121630,66323,120187,174040,99575,114546,85225.2,416.276,46.101
109065,66447,107569,138112,91551,98866.5,64642.8,341.31,46.175
102583,68875,97610.1,74869.9,51247,95745.5,25249.2,362.98,47.581
80208.1,51649,101774,63275.2,40685,101925,63299.8,432.558,47.702
112485,77051,95674.1,134260,91942,95700,50868.2,367.125,48.111
92042.8,58759,102659,99870.4,66583,98300,28715.9,347.382,48.291
99384.4,61822,105355,92051.7,62311,96816,25678.5,350.762,48.522
82674.3,50433,107433,101677,63465,104995,38402.9,336.675,48.794
106476,67383,103557,72124.3,43139,109570,26161.2,291.9,49.545
120766,61705,128263,160602,65780,160006,52828.2,468.756,49.608
85476.4,57990,96599.1,71209.3,51178,91187.1,20904.7,262.035,50.021
106079,58329,119185,89682.1,53620,109612,57051.5,259.129,50.657
96976,55703,114095,94606.2,60775,102017,31864.2,271.915,50.781
99658.8,62749,104085,86120.6,60336,93542.8,33735.8,322.672,51.539
91968.4,56752,106203,69331.9,41480,109540,35994.9,279.593,52.378
90606.4,57303,103624,74773.1,45175,108474,52954.7,269.468,52.414
83143.2,56068,97183.3,72715.5,51596,92361.5,27846.6,264.759,52.451
104983,60587,113558,103279,65355,103565,46008.6,278.405,52.578
125193,76093,107824,108516,64320,110567,28933.3,324.578,54.596
80708.2,55943,94547.9,60110.7,45063,87420.2,42713.3,334.802,54.789
93960.3,61111,100764,111531,72623,100647,50288.4,407.973,55.292
100526,68078,96772.4,73309.9,50042,96008.1,39275.5,348.808,55.302
101593,64618,103036,66714.2,43930,99526.1,53488.8,277.913,56.062
89826.7,57546,102299,79528,57514,90620.5,37651.3,389.194,57.721
103650,65359,103931,135030,79695,111040,86416.2,258.788,58.462
86770,45623,124642,120354,60999,129306,36071.6,332.588,66.053
86460.6,43609,129934,127007,66452,125257,33147,283.491,68.911
83407,57050,95813.5,85868.6,57710,97513.2,39126.3,291.577,69.523
128709,74297,113532,159505,86996,120158,118401,380.705,70.475
87919.8,57881,99547.6,97747.3,67284,95207.8,34553.2,258.488,71.468
139863,81802,112052,114531,72314,103796,60060.2,312.991,72.532
82094.4,61099,88056.1,45176.8,35686,82965.5,26434.7,268.562,72.981
79409.4,45225,115073,78741.8,52084,99078.8,48131.5,322.255,73.824
87435.7,60392,94883.2,123921,89569,90670.7,66998.5,468.355,74.306
105492,57874,119458,146163,52178,183582,103741,298.989,74.311
89272.6,56919,102788,51567.4,36855,91697.7,56627.3,318.517,74.621
75001.4,39289,125106,100090,46633,140663,33673.4,258.546,75.867
80505.3,52842,99844.7,63371.9,45214,91855.2,44270.5,287.529,77.375
64340.8,49168,85759.9,41154.4,31592,85372.6,30162.2,307.007,77.956
89057.6,49655,117541,81939,53171,100994,41077,265.479,78.274
95534.3,50643,123629,123579,74699,108420,46492.3,337.203,78.281
86759.3,56106,101341,87790.6,57658,99785.7,45684,445.376,78.36
85281.9,48494,115252,123972,52110,155913,41162.2,287.203,78.611
87219.1,43539,131284,56305.1,30719,120121,55049.9,265.09,78.986
96532.9,66757,94767.3,58897,42441,90946.9,32769.1,270.265,79.168
86346.6,54054,104688,70482.4,47870,96493.2,63305.4,426.198,80.379
96406,64254,98329.5,85878,59335,94853,79890,481.287,80.422
85624.6,60833,92244.3,54822.3,39821,90224.6,27687.7,257.879,81.057
102066,67439,99185.6,61923.4,44223,91767,22557.6,259.277,81.124
73578.6,43246,111503,64038.8,42062,99777.6,31365.6,280.958,81.897
84063.6,59787,92147,65766.5,49990,86218.7,42113.9,317.881,81.986
106747,69787,100245,96759,66230,95745.1,29785.9,256.151,82.17
87310.3,59103,96813.5,69550.3,47999,94961.3,49330.4,286.666,82.176
112037,74540,98503.5,58802.6,38780,99373.1,44314.4,504.826,82.21
101887,63490,105170,62661.3,41182,99717.6,37728.8,281.599,82.825
86897.6,53895,105667,89051.8,60519,96434.2,38824.3,266.687,83.403
82882.6,53059,102373,75141.3,49635,99213.5,31990.8,392.217,83.409
100773,58161,113551,97920.4,59789,107333,56061.2,343.994,83.633
86890,55843,101972,84903.8,60487,91990.9,48674.8,401.72,84.207
79123.6,57769,89761.7,79230.8,60628,85644.8,22871.5,276.746,84.277
125759,70313,117215,88420.8,51124,113347,60229.5,312.45,84.788
73552,54122,89063.7,33144.5,26051,83381.1,23381.9,297.913,85.051
104418,64028,106877,101694,65425,101867,20553.8,258.879,85.122
116427,64725,117885,122606,49385,162703,63539.6,353.572,85.903
90203.6,63382,93269.2,71054.1,52838,88129.8,34424.1,275.987,85.92
102835,53886,125067,126543,65070,127450,58889,268.018,85.933
132371,77878,111393,92399.6,57750,104857,41539.7,258.029,86.104
71190,51779,90104.2,59811.2,45251,86623.2,49078.9,431.373,86.134
84095.5,53126,103740,86480.2,58114,97524.9,68371.7,384.524,86.494
103368,69306,97744.8,100035,72506,90418.6,41859.3,424.958,86.777
108971,70706,101003,79867.3,55874,93678.4,43649.2,273.26,87.189
96428.8,65898,95899.1,65807.8,44887,96080.9,40705.7,330.694,87.793
84477,46393,119335,78741,45492,113435,39113.7,264.018,87.966
109794,65089,110548,84800,53381,104109,31537.9,282.006,88.741
102899,67642,99695,87240.7,57731,99035.2,54166.2,262.499,89.083
72351.2,46471,102034,61793.9,45195,89605.6,28224.3,258.904,89.353
70253.6,44230,104095,82000.6,59366,90523.1,36948.8,313.981,89.551
122379,84079,95389.2,89885.6,62274,94594,29643.6,271.531,89.803
108561,69532,102322,97713.7,62417,102597,37813,314.984,90.272
102383,67329,99656.2,92551.7,62525,97008.7,35373.6,263.734,90.808
98647.2,56314,114802,137746,80499,112142,38693.9,272.526,91.358
116118,59163,128626,181869,78550,151737,44327.3,261.025,92.092
114508,58870,127475,164273,71238,151125,37765.7,336.717,92.156
105099,65248,105563,85048.9,55900,99709.5,36504.9,379.73,92.304
85531.9,50004,112099,92245.1,52228,115750,88218.9,445.759,92.394
111674,73044,100196,81542.8,58888,90748.3,37005.7,313.977,92.64
71933.2,52932,89061.8,50849.8,35848,92961.7,23314.1,263.467,93.151
65170,47039,90796.6,56858.1,44443,83843.4,42876.2,274.901,93.215
95003,64399,96680.4,64124.6,45963,91431.6,31178.8,295.81,93.298
80863.2,54027,98089,64102.7,44831,93708.3,23361.6,331.834,94.131
112760,65708,112465,123767,73512,110339,195765,346.998,95.033
115389,61094,123779,151128,68962,143620,45717.8,302.274,95.126
68251,47971,93241.8,55741.9,42027,86922.8,44052,388.773,95.366
159263,96921,107691,185394,114557,106060,45053.5,291.718,95.659
73609,53068,90903,48162.7,36005,87665.3,18612.3,292.926,95.679
77830.1,48298,105608,48626.8,35166,90621.7,51571.4,283.339,96.425
114780,61803,121713,171427,68511,163983,61276.2,315.031,96.916
122393,70735,113398,160245,96043,109345,71692.9,387.486,97.01
139433,86440,105713,85080.8,58408,95463.9,51981.1,274.302,98.508
59267.8,38256,101531,61809.5,42340,95672,27076.6,271.17,98.99
109862,76017,94714.4,54035.3,39461,89740.7,34296.8,282.885,99.132
142616,87311,107048,162644,101759,104748,102618,513.183,99.252
79575.8,53583,97327.1,74404.2,53195,91665.6,23346.9,260.285,99.255
88663.9,61572,94372,61561.5,44604,90451.4,28136.9,259.44,99.291
93811.4,60919,100921,56441.6,40507,91316.5,25229.9,256.451,99.321
144174,84519,111792,178481,96971,120623,68643.4,312.427,99.572
102236,58718,114107,155240,61678,164951,39694.2,321.75,99.716
119596,64737,121072,87528.5,58713,97700.1,30811.8,439.994,99.959
109400,64658,110885,112304,61218,120225,39853.9,297.359,100.123
85714.3,47330,118685,79238.6,39414,131755,29041.2,278.99,100.124
88646.4,59142,98230.2,57297.2,41462,90565.6,27623.7,258.414,100.169
103898,68250,99766.5,78890.8,57518,89888.1,44899.9,257.278,100.282
75500.7,44838,110353,100564,61094,107876,53941.7,289.543,100.652
91288.9,58234,102736,61134.1,42842,93517.6,41548.1,295.128,100.768
103398,55290,122559,77588.2,46499,109353,48513.3,270.82,100.778
182048,118618,100581,139884,89907,101966,89912.1,776.368,100.823
97250.4,58116,109667,98814.3,56796,114020,48290,411.815,100.894
